0   22201   3284    0.00589114301449286 5   0.0294557150724643
85  22200   2360    0.00423358633197416 5   0.0211679316598708
170 22122   2355    0.00422461686940642 5   0.0211230843470321
127 22121   2336    0.004190532911649   5   0.020952664558245
253 22120   2329    0.00417797566405416 5   0.0208898783202708
52  22112   2321    0.00416362452394577 5   0.0208181226197289
138 22111   2316    0.00415465506137803 5   0.0207732753068902
41  22110   2311    0.00414568559881029 5   0.0207284279940514
86  22102   2302    0.00412954056618836 5   0.0206477028309418
42  22101   2301    0.00412774667367481 5   0.020638733368374
100 22100   2299    0.00412415888864771 5   0.0206207944432386
44  22022   2298    0.00412236499613416 5   0.0206118249806708
250 22020   2292    0.00411160164105287 5   0.0205580082052644
132 22021   2292    0.00411160164105287 5   0.0205580082052644
161 22012   2290    0.00410801385602577 5   0.0205400692801289
98  22010   2287    0.00410263217848513 5   0.0205131608924256
8   22002   2287    0.00410263217848513 5   0.0205131608924256
34  22011   2287    0.00410263217848513 5   0.0205131608924256
10  22001   2284    0.00409725050094448 5   0.0204862525047224
149 22000   2281    0.00409186882340384 5   0.0204593441170192
87  21222   2277    0.00408469325334965 5   0.0204234662667482
21  21221   2275    0.00408110546832255 5   0.0204055273416127
74  21220   2274    0.004079311575809   5   0.020396557879045
36  21212   2272    0.0040757237907819  5   0.0203786189539095
69  21210   2270    0.00407213600575481 5   0.020360680028774
177 21202   2270    0.00407213600575481 5   0.020360680028774
20  21211   2270    0.00407213600575481 5   0.020360680028774
213 21200   2269    0.00407034211324126 5   0.0203517105662063
163 21201   2269    0.00407034211324126 5   0.0203517105662063
229 21121   2267    0.00406675432821416 5   0.0203337716410708
255 21122   2267    0.00406675432821416 5   0.0203337716410708
197 21120   2264    0.00406137265067352 5   0.0203068632533676
133 21112   2262    0.00405778486564642 5   0.0202889243282321
252 21110   2261    0.00405599097313287 5   0.0202799548656644
26  21111   2261    0.00405599097313287 5   0.0202799548656644
173 21101   2260    0.00405419708061932 5   0.0202709854030966
151 21102   2260    0.00405419708061932 5   0.0202709854030966
82  21100   2258    0.00405060929559223 5   0.0202530464779611
75  21022   2256    0.00404702151056513 5   0.0202351075528256
37  21021   2253    0.00404163983302448 5   0.0202081991651224
166 21011   2251    0.00403805204799739 5   0.0201902602399869
191 21020   2251    0.00403805204799739 5   0.0201902602399869
